# LBCH-2026-001 verification witness — THREE-WAY per-vector sigCheck record, post-fix.
#
# Re-measurement of the CHECKMULTISIG Schnorr billing fix (commit 06cc3a3) against BOTH reference
# engines. Supersedes nothing; it ADDS the BCHN (consensus) leg that the fix-time artifact
# LBCH-2026-001-fix-deltas.tsv lacked, which is what left the soundness direction unclosed.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 06cc3a3, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchn    = legs/bchn/bchn-leg of bch-conformance, linking BCHN's own script engine built from
#             bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), run with --mode consensus
#   libauth = @bitauth/libauth 3.1.0-next.8 at LeanBCH/optimizer/node_modules,
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = vmb_tests, the 11 signature families, 5,803 vectors, 4,467 metric-comparable.
#             Read from bchd-src/txscript/data/vmb_tests @ 1c26e26; all 18 family files are
#             byte-identical (cmp) to bchn-src/src/test/data/vmb_tests @ 864c53e.
#   Measured 2026-07-21.
#
# DRIVER VALIDATION (done BEFORE any use): the libauth driver reproduces the committed witness
#   conformance/evidence/LBCH-2026-001-rootcause.tsv on 0u4tu8 exactly (sigChecks 1, hashIters 22,
#   opCost 30962). The costprobe run reproduces all 1,486 rows of LBCH-2026-001-fix-deltas.tsv on
#   three independent columns (sigChecksAfter, libauthSigChecks, opCostAfter) with 0 mismatches.
#
# sigBefore is the pre-fix LeanBCH count, reconstructed from the committed fix-deltas artifact
# (which lists every vector that MOVED); vectors absent from it did not move, so before == after.
#
# HEADLINE — sigChecks, over the 4467 metric-comparable vectors:
#   vs libauth : before agree/over/under = (2229, 1912, 326)
#                after  agree/over/under = (2799, 1342, 326)
#   vs BCHN    : before agree/over/under = (1549, 2594, 324)
#                after  agree/over/under = (1759, 2384, 324)
#
# SOUNDNESS DIRECTION (LeanBCH billing LESS than consensus):
#   324 vectors bill under BCHN. ALL of them are vectors LeanBCH REJECTS
#   (leanVerdict=0) and BCHN accepts; 0 of them are new (the fix introduced none).
#   On the 1817 vectors LeanBCH ACCEPTS: under=0, agree=1547, over=270
#   — an under-bill on an accepted input is the only way a cost defect can cause a wrong ACCEPT,
#   and there are none, before or after the fix.
#   Cause of the 324: all are core.signing-serialization Schnorr-multisig vectors whose
#   locking script carries FOUR signature ops; LeanBCH errors at the first CHECKMULTISIG with a
#   non-empty dummy (the deferred branch, LeanBCH/VM/Extended.lean:228) and never executes -- hence
#   never bills -- the remaining three. Deferral of EXECUTION, not a billing error.
#
# MULTISIG PARTITION (the families named *.multisig.*): comparable=1367, verdict-agreeing-with-libauth=1155
#   vs libauth, verdict-agreeing: before (333, 820, 2) -> after (477, 676, 2)  (agree/over/under)
#   The historical "2,617 verdict-agreeing multisig vectors / 1,255 / 1,360 / 2" is NOT reproducible:
#   the multisig families supply only 1908 vectors in total (1367 comparable), and a search over 11
#   candidate partitions x {libauth,bchn} x {before,after} found NO combination yielding that triple.
#   Its "under = 2" column DOES reproduce exactly: 0u4tu8 and g8xdap, both m-of-15, both LeanBCH 0 /
#   libauth 1 / BCHN 0 -- i.e. LeanBCH matches CONSENSUS and libauth is the outlier (LBCH-2026-003).
#
# columns: sigBefore/sigAfter = LeanBCH pre/post fix; sigLibauth, sigBchn = reference engines.
# leanVerdict: 1=accept 0=reject. bchnOutcome: BCHN's accept/reject. expected: corpus polarity.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	sigBchn	opCostAfter
30wz8j	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
32sjev	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
32x558	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
337tec	core.signing-serialization	standard	1	0	accept	2	1	4	4	29068
33tgzn	core.signing-serialization	standard	1	0	accept	1	1	4	4	28471
33vn76	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
342dwp	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30886
345ld3	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53799
34am3h	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107822
34k9tr	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
34s9mf	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189193
34wrpf	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
356w86	core.data-signatures	standard	1	1	accept	1	1	1	1	26796
358yn4	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
359a3l	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29105
35j8h0	core.signing-serialization	standard	1	1	accept	4	4	4	4	109820
35n0p2	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
35ugka	core.signing-serialization	standard	1	1	accept	6	6	6	6	161604
35zwqd	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
362ufh	core.signing-serialization	standard	1	1	accept	4	4	4	4	109137
36cxsg	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136269
36e7vt	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80545
36n40p	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109862
36psxf	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	53921
36w8l5	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	527077
37k4z2	core.signature-checking.multisig.m-of-20	standard	1	0	accept	20	8	8	8	221470
37lfwh	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
37mpwp	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29526
37nx2y	core.signing-serialization	standard	1	1	accept	4	4	4	4	109796
37uc4a	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80516
38ax4v	core.signing-serialization	standard	1	0	accept	1	1	4	4	28495
38vxd3	core.signing-serialization	standard	1	1	accept	6	6	6	6	162463
3924su	core.signing-serialization	standard	1	1	accept	4	4	4	4	107795
3957kf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28578
3957vd	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27891
39c25j	core.signing-serialization	standard	1	0	accept	2	1	4	4	29068
39cpmt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
39e6fj	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
39gfzg	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27857
39nsxt	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
3a295f	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
3a5zg4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
3atr3w	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
3c3a78	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109105
3ddr0x	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
3ddtzx	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	56855
3de6qa	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
3dgpaq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27889
3dpkqa	core.signing-serialization	standard	1	0	accept	1	1	4	4	28591
3e4jh4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80024
3eat5y	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
3edmhh	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27877
3eg33c	core.signing-serialization	standard	1	1	accept	4	4	4	4	108447
3egvl9	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
3ek72q	core.signing-serialization	invalid	0	1	reject	8	8	0	0	214359
3ervay	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30892
3f0v26	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
3fakll	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108412
3fczrd	core.signing-serialization	standard	1	1	accept	4	4	4	4	107792
3fd605	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30868
3fm99c	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29393
3fms8f	core.data-signatures	standard	1	1	accept	1	1	1	1	27444
3fpsh5	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	53927
3fqd5p	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
3fqes3	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
3g6s6j	core.signing-serialization	standard	1	0	accept	2	1	4	4	28972
3g6ytt	core.signing-serialization	standard	1	0	accept	2	1	4	4	29068
3g7ygp	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
3gkr8u	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80521
3gn2g0	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136298
3gugfj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
3gx78d	core.signing-serialization	standard	1	1	accept	4	4	4	4	108415
3h37nd	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
3hdtc7	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
3hduxl	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28578
3hg37t	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215345
3hltlz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54510
3hw2u6	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
3j4y0s	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27901
3jcugr	core.data-signatures	standard	1	1	accept	1	1	1	1	27528
3k0z2j	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28583
3k9wr4	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
3kdx09	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
3klw55	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79785
3km2nr	core.signing-serialization	standard	1	1	accept	4	4	4	4	108436
3l47cf	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27857
3l58gt	core.signing-serialization	standard	1	1	accept	4	4	4	4	107827
3mcjzt	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
3mvsky	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27915
3mx447	core.signing-serialization	standard	1	1	accept	8	8	8	8	215116
3nnkk9	core.data-signatures	standard	1	1	accept	1	1	1	1	27525
3nvyns	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27845
3p0twv	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
3p2tc3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54548
3pahkr	core.signing-serialization	standard	1	1	accept	4	4	4	4	108876
3pej8l	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107792
3pk6uh	core.data-signatures	standard	1	1	accept	1	1	1	1	27415
3pqcj7	core.data-signatures	standard	1	1	accept	1	1	1	1	27549
3q00n0	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
3q0hh7	core.signing-serialization	standard	1	1	accept	4	4	4	4	109596
3qmxws	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54524
3r6d4c	core.signing-serialization	standard	1	1	accept	4	4	4	4	109596
3r73cd	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
3rafzy	core.signing-serialization	standard	1	1	accept	4	4	4	4	109862
3rd2ft	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
3rflde	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
3rfxzl	core.signing-serialization	standard	1	1	accept	4	4	4	4	109796
3rkra8	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27881
3rphfg	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
3rvqey	core.signing-serialization	standard	1	1	accept	4	4	4	4	109105
3s8z37	core.signing-serialization	standard	1	1	accept	4	4	4	4	109596
3sk4sd	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54547
3strm9	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
3tpch6	core.signing-serialization	standard	1	1	accept	4	4	4	4	109601
3tsc43	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
3tss7f	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29393
3uawgh	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	56868
3ucvej	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29068
3uueux	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
3uza3t	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54524
3vhtmk	core.signing-serialization	invalid	0	0	reject	2	1	0	0	29092
3vwjd7	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
3w0lfl	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29465
3w2kv8	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27931
3wk5e8	core.data-signatures	standard	1	1	accept	1	1	1	1	26787
3wkhmt	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107822
3wl0mv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27877
3ws093	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
3x2m75	core.data-signatures	standard	1	1	accept	1	1	1	1	26797
3xa22u	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
3xahtq	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108471
3xsk3c	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
3xvf4r	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
3xyl69	core.signing-serialization	standard	1	1	accept	6	6	6	6	162700
3y6rk7	core.signing-serialization	standard	1	1	accept	4	4	4	4	107795
3yck6k	core.data-signatures	standard	1	1	accept	1	1	1	1	28315
3ydry0	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108641
3yzp29	core.signing-serialization	standard	1	1	accept	6	6	6	6	161865
3zefj3	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
3zlkzr	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
3zmw0n	core.signing-serialization	standard	1	1	accept	4	4	4	4	108434
3zptj0	core.signing-serialization	standard	1	1	accept	4	4	4	4	108452
40455e	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136269
40esjr	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
40nqn8	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	27955
40vfnp	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
40z05t	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189180
423tgx	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27953
42ltv0	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27906
42y6su	core.data-signatures	standard	1	1	accept	1	1	1	1	27423
43c85z	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
43dap3	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
43e22q	core.data-signatures	standard	1	1	accept	1	1	1	1	27480
445xml	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27889
44kvq9	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
44pmp8	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
44yg8x	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136527
45aspv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27882
45eju2	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79785
45tqxj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80516
45vvlf	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	527101
45xrg5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54534
45yczx	core.data-signatures	standard	1	1	accept	1	1	1	1	26873
462lj2	core.data-signatures	standard	1	1	accept	1	1	1	1	27481
46a2hq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
46auwx	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136298
46ty9p	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54541
473cd3	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
478m27	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188932
47tqzv	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28628
47txk2	core.signing-serialization	standard	1	0	accept	3	1	4	4	29393
483u6v	core.data-signatures	standard	1	1	accept	1	1	1	1	27531
487rdu	core.signing-serialization	standard	1	1	accept	4	4	4	4	108051
48du57	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80546
48f4w8	core.signing-serialization	standard	1	1	accept	4	4	4	4	109801
48hrvn	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
48q475	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
48wuxs	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188951
498m2p	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
499xzc	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
49f279	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54540
49gy7h	core.signing-serialization	invalid	0	0	reject	5	5	0	0	136554
49mkxm	core.benchmarks.signature-checking.p2pk	standard	1	1	accept	1	1	1	1	26719
4a2e0w	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
4a9p79	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	27680
4asdya	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54510
4axxr6	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29073
4cldj6	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
4cq8qy	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
4cs64s	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
4cwhfg	core.data-signatures	standard	1	1	accept	1	1	1	1	26902
4cwqv4	core.signing-serialization	standard	1	1	accept	4	4	4	4	108466
4d2het	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
4d2ll2	core.signature-checking.multisig.pubkey-validation	standard	1	0	accept	2	1	1	1	27922
4d3fda	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54516
4d858v	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
4dghsp	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28591
4earag	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136522
4egk46	core.signing-serialization	standard	1	0	accept	3	1	4	4	29369
4ejrzv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54541
4elhel	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
4es7cp	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
4fe4j2	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27889
4fskrx	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188932
4fsqsr	core.data-signatures	standard	1	1	accept	1	1	1	1	27524
4gdm7q	core.signing-serialization	invalid	0	0	reject	1	1	0	0	27889
4gj569	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
4gtnps	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54510
4h2rwc	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
4hfx25	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54517
4hvdh0	core.signing-serialization	standard	1	0	accept	3	1	4	4	29489
4j5j64	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
4j5sxk	core.signing-serialization	standard	1	0	accept	3	1	4	4	29465
4j9xke	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189151
4jthe2	core.signing-serialization	standard	1	1	accept	4	4	4	4	108439
4kxa4j	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54510
4l3x45	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	20	0	527091
4lacul	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54541
4lq4pv	core.signing-serialization	standard	1	0	accept	2	1	4	4	29073
4lx4ul	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
4m5wus	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
4m8pw4	core.signing-serialization	standard	1	1	accept	6	6	6	6	161865
4mn6xu	core.signing-serialization	standard	1	0	accept	1	1	4	4	28572
4ms3t2	core.signing-serialization	standard	1	0	accept	1	1	4	4	28471
4mtzsh	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54523
4mwlnn	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28585
4mxptv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
4n53vk	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	524033
4n84pf	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
4nga8u	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189156
4nmc9q	core.signing-serialization	standard	1	1	accept	6	6	6	6	162463
4nzf3x	core.signing-serialization	standard	1	1	accept	6	6	6	6	162434
4p2rn8	core.signing-serialization	standard	1	1	accept	6	6	6	6	162434
4p5j9n	core.signing-serialization	standard	1	1	accept	4	4	4	4	109806
4pnw6k	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27891
4pwr9u	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29489
4q0j5t	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
4q2ag4	core.signing-serialization	standard	1	1	accept	6	6	6	6	162663
4qfkx7	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54534
4qq55d	core.signing-serialization	invalid	0	1	reject	4	4	0	0	107792
4qujly	core.data-signatures	standard	1	1	accept	1	1	1	1	27118
4rakf9	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28567
4rg4g2	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
4rhk7z	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	54510
4rt0hh	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	28056
4rut9j	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108436
4sg09k	core.signing-serialization	standard	1	1	accept	4	4	4	4	107790
4ssvez	core.data-signatures	standard	1	1	accept	1	1	1	1	26910
4sth43	core.signing-serialization	invalid	0	1	reject	6	6	0	0	161833
4strcq	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	80509
4swr74	core.signing-serialization	invalid	0	0	reject	7	7	7	0	188927
4tfrpx	core.signing-serialization	standard	1	1	accept	4	4	4	4	107795
4tgsp8	core.data-signatures	standard	1	1	accept	1	1	1	1	26804
4ttngw	core.signing-serialization	standard	1	1	accept	8	8	8	8	215350
4un3xt	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28495
4unqan	core.signing-serialization	invalid	0	1	reject	4	4	0	0	109142
4us0nf	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	8	1	0	221497
4uyl86	core.signing-serialization	standard	1	1	accept	4	4	4	4	109572
4vqdku	core.signing-serialization	standard	1	1	accept	4	4	4	4	109596
4vrtmw	core.signing-serialization	invalid	0	0	reject	2	1	1	0	29073
4vv0ua	core.signing-serialization	invalid	0	0	reject	7	7	7	0	189156
4vwmdh	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79784
4w2cwj	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136503
4w74hc	core.signing-serialization	standard	1	1	accept	4	4	4	4	107760
4wc25n	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
4wzwja	core.signing-serialization	standard	1	1	accept	4	4	4	4	109577
4x3jfy	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	79783
4x8ucf	core.signing-serialization	invalid	0	0	reject	3	1	1	0	29369
4xfsxg	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59104
4xg8q3	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	30868
4xk2kg	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136493
4xl0ja	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59118
4y4wx6	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
4y5qa0	core.data-signatures	standard	1	1	accept	1	1	1	1	27555
4y9hmy	core.signing-serialization	invalid	0	0	reject	2	1	1	0	28996
4ycjak	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80522
4ykfnq	core.data-signatures	standard	1	1	accept	1	1	1	1	26784
4z2y8g	core.signing-serialization	invalid	0	1	reject	4	4	0	0	108471
4z3jpd	core.signing-serialization	invalid	0	0	reject	3	1	0	0	29465
4ze23h	core.signing-serialization	standard	1	1	accept	4	4	4	4	107792
50cxv0	core.signing-serialization	standard	1	1	accept	4	4	4	4	108466
50dm46	core.signing-serialization	standard	1	1	accept	4	4	4	4	108434
50ejkz	core.data-signatures	standard	1	1	accept	1	1	1	1	27500
50gxf5	core.signing-serialization	invalid	0	1	reject	8	8	0	0	215340
525lku	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	59094
52t3km	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	54517
532wtm	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	54517
537mzq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27901
53jajp	core.signing-serialization	standard	1	1	accept	4	4	4	4	108404
53n26a	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28506
53ykg2	core.signing-serialization	invalid	0	0	reject	1	1	0	0	28628
540xwz	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	56879
542y2t	core.signing-serialization	invalid	0	0	reject	1	1	1	0	27869
544cdn	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
5489zf	core.data-signatures	standard	1	1	accept	1	1	1	1	26816
54sh9j	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80523
54t2lk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28471
555dgt	core.data-signatures	standard	1	1	accept	1	1	1	1	26923
55xfpt	core.data-signatures	standard	1	1	accept	1	1	1	1	27408
563gxe	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
56486s	core.signing-serialization	invalid	0	0	reject	5	5	5	0	136298
566p0t	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	80539
56dp05	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	80547
573hqm	core.signing-serialization	standard	1	1	accept	4	4	4	4	108380
57h5a4	core.signing-serialization	invalid	0	0	reject	1	1	1	0	28002
58089w	core.signing-serialization	standard	1	1	accept	6	6	6	6	161609
5892h9	core.signing-serialization	invalid	0	0	reject	7	7	0	0	189175
58e4xe	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	54534
