# LBCH-2026-001 — CAUSAL PARTITION of the sigCheck over-bills vs BCHN.
#
# WHAT THIS SUPERSEDES. conformance/evidence/LBCH-2026-001-threeway.tsv reported "LeanBCH over-bills
# BCHN on 2,384 of 4,467 vectors". That number is measured against a BROKEN COMPARAND and must not
# be cited. BCHN's VerifyScript (bchn-src/src/script/interpreter.cpp:2677) accumulates into a LOCAL
# 'metrics' (:2691) and copies it to the caller's 'metricsOut' at exactly two sites, :2745 and :2794,
# BOTH success returns (upstream's own comment at :2744 reads "must set metricsOut for all successful
# returns"). Every failure return leaves metricsOut untouched. bch-conformance's bchn-leg passes a
# default-constructed object (legs/bchn/bchn-leg.cpp:315) and reads it unconditionally (:323-325), so
# on EVERY reject it reports 0/0/0 — an initializer, not a measurement.
# MEASURED, not inferred: over all 5,803 vectors of the 11 signature families under --mode consensus,
# the leg's 3,453 rejects span 9 distinct native_error classes and have exactly ONE distinct metric
# signature: op_cost=0, hash_iters=0, sig_checks=0, op_cost_limit=null. Positive control: op_cost_limit
# is populated on 2,350/2,350 accepts and 0/3,453 rejects — the SetScriptLimits(:2695)-copied-only-on-
# success signature. 'ruwzjq' is self-refuting: rejected for "VM cost limit exceeded" at op_cost=0.
#
# HOW THE COMPARAND WAS REPAIRED. A new instrument, bchn-partial-probe, transcribes VerifyScript's
# body verbatim (same flags, same order, same EvalScript calls, same P2SH / CLEANSTACK /
# INPUT_SIGCHECKS gates) with ONE change: the metrics object is the caller's, so BCHN's real accrual
# up to its error point is observable. BCHN's sources are NOT modified; it links the same static libs.
# PROBE VALIDATION (before any use): over all 5,803 vectors it agrees with bchn-leg on 5,803/5,803
# verdicts, on the native_error string for all 3,453 rejects, and on all three metrics for all 2,350
# accepts. Source: conformance/evidence/bchn-partial-probe.cpp (committed alongside this file).
#
# DRIVER VALIDATION (before any use): costprobe + the libauth driver reproduce all 1,486 rows of
# LBCH-2026-001-fix-deltas.tsv on three independent columns (sigChecksAfter, libauthSigChecks,
# opCostAfter) with 0 mismatches, and the libauth driver reproduces the 0u4tu8 root-cause witness
# exactly (sigChecks 1, hashIters 22, instr 25, stackPushedBytes 1054).
# All four published triples were REPRODUCED before being partitioned: vs libauth before
# (2229,1912,326) after (2799,1342,326); vs BCHN-leg before (1549,2594,324) after (1759,2384,324).
#
# THE PARTITION of the 2,384 leg-reported over-bills (disjoint; sums to 2,384):
#   436  A-leg-artifact-agree   LeanBCH's count EQUALS BCHN's real accrual. Pure instrument artifact.
#   638  B1-sig-verify-fail     BCHN aborted at SIG_NULLFAIL: a non-empty signature failed verification.
#  1052  B2-sig-encoding-fail   BCHN aborted at SIG_HASHTYPE (666) / SIG_NONSCHNORR (276) /
#                               SIG_BADLENGTH (110): a non-empty signature failed encoding.
#    26  D1-pubkey-encoding-fail BCHN aborted at PUBKEYTYPE — the PUBKEY, not a signature, was malformed.
#   232  D2-checkbits-malformed BCHN aborted at INVALID_BIT_COUNT (228) / INVALID_BITFIELD_SIZE (4),
#                               before reaching any signature at all.
#   ----
#  2384  total.  1,948 of these are GENUINE over-bills against BCHN's real accrual; 436 are not.
#
# MECHANISM (source-verified, both paths). BCHN tallies a signature check only AFTER that check has
# passed. Schnorr multisig: encoding check interpreter.cpp:1598, CheckSig :1606, NULLFAIL return
# :1611, and only then TallySigChecks(1) at :1616. Legacy ECDSA multisig: the NULLFAIL return sits at
# :1686, BEFORE the bulk TallySigChecks(nKeysCount) at :1692 — so a failed ECDSA multisig with a
# non-null signature tallies NOTHING, not nKeysCount. Every one of the 7 error classes above is raised
# only inside case OP_CHECKSIG/VERIFY (:1399-1448), OP_CHECKDATASIG/VERIFY (:1449-1495) or
# OP_CHECKMULTISIG/VERIFY (:1496-1710) — verified by grepping every ScriptError:: raise site.
# LeanBCH bills the leading non-empty signature run; BCHN's accrual stops at, and EXCLUDES, the first
# failing signature. Hence LeanBCH >= BCHN on all 1,948, delta 1..20, measured, never below.
#
# SOUNDNESS, against the REPAIRED comparand: LeanBCH under-bills BCHN on 324 vectors; all 324 are
# vectors LeanBCH REJECTS and BCHN accepts; 0 occur on a LeanBCH accept. On the 1,547 vectors BOTH
# engines accept, LeanBCH equals BCHN on sigChecks 1,547/1,547 exactly.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 9331052, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchnLeg = bch-conformance @ 729884e, legs/bchn/bchn-leg --mode consensus
#   bchnTrue= bchn-partial-probe (this repo, conformance/evidence/bchn-partial-probe.cpp),
#             linking bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), kBlockFlags
#   libauth = @bitauth/libauth 3.1.0-next.8 (LeanBCH/optimizer/node_modules),
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = bchd-src/txscript/data/vmb_tests @ 1c26e26, bch_2026_{standard,nonstandard,invalid},
#             the 11 signature families: 5,803 vectors, 4,467 metric-comparable.
#   Measured 2026-07-21.
#
# cause: agree | A-leg-artifact-agree | B1-* | B2-* | D1-* | D2-* | X-over-on-bchn-accept | U-under-bill
# bchnLegSig is what bch-conformance's leg reports (0 on every reject — DO NOT compare against it).
# bchnTrueSig is BCHN's real accrual at its stopping point. Compare against THAT.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	bchnLegSig	bchnTrueSig	delta	cause	bchnStopReason	bchnPhase	leanHash	bchnTrueHash	leanOpCost	bchnTrueOpCost
0tky8x	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27913	27912
0tn7tv	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108412	108412
0tra4x	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162682	162812
0ttpm0	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
0tz0dg	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28471	109674
0tzkfr	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59118	5326
0u4tu8	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	0	0	1	0	0	0	agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	10	4194	4194
0u8gek	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	15	0	0	0	15	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	21	10	394860	4156
0u9jnj	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27913	1592
0ufltj	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27877	27876
0ugsxk	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108434	108434
0utfky	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28506	2570
0v34lk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28025	1705
0v9ft6	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28572	2252
0va5r2	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107760	107760
0vc2qk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54534	1894
0vdftj	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	28	5	215316	3028
0vfxft	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136269	137166
0vp2mv	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54547	1907
0vykqw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54510	1870
0w3mrj	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54517	1877
0whgm4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54510	1870
0x5nrw	core.signing-serialization	invalid	0	0	reject	7	7	0	0	0	7	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	27	5	189156	3030
0xc993	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29092	2708
0y9rrr	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80547	81060
0yd5ag	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	24	4	162682	2719
0ydl6v	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27432	27432
0ye44d	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29092	2708
0ze9cn	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54540	1900
0zfse0	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	9	23	28996	110560
0zgakw	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
0ztuc0	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80523	81036
2045fl	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	10	26	29068	110760
209ry0	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162458	162588
20fld9	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189156	191333
20hf62	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54534	1894
20kvlh	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29393	111218
22kyfx	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	28031	1711
22tr9s	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
22xq2l	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	17	0	109105	1564
22y3m7	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28567	2247
22zpng	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27857	27856
23ghpm	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54540	1900
23va3g	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	12	59080	5288
24lgmt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
24m8f9	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29068	2684
250ucr	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	0	20	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	40	12	527101	5309
25p4zk	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
260cf4	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29393	111218
26g899	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80546	81059
26px3x	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28508	2572
26u5s0	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
277aqt	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109572	109702
27d6vt	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
27eptq	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28591	109922
27x7e0	core.signing-serialization	invalid	0	0	reject	5	5	0	0	0	5	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	23	4	136517	2719
27xdzg	core.signature-checking.multisig.m-of-3	standard	1	0	accept	3	1	1	1	1	0	agree	-	ok	8	9	28025	28090
29e72t	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80540	1900
29fgqs	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
29gsez	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27913	27912
29wnch	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27416	27416
2amw70	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29068	2684
2apqla	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
2arnr7	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	7	8	53823	53888
2avt7m	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59094	5302
2cch2q	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	21	10	30868	4164
2ctmnm	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215116	216142
2d0ffc	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	3	0	0	3	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	15	80539	2667
2dl8mz	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27881	27880
2dn0wt	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107792	107792
2dw2dn	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	19	0	108056	987
2e3056	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	7	7	27985	27985
2e9qg6	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26922	26922
2epttn	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29393	111218
2exjzl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
2f09fm	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
2f49tf	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	20	0	0	20	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	297	527115	23563
2fjza8	core.signature-checking.multisig.pubkey-validation	standard	1	0	accept	2	1	1	1	1	0	agree	-	ok	7	8	27818	27883
2fpcrc	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136298	137195
2fthld	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29369	2985
2fucgp	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27453	27453
2g6psa	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188956	190877
2gcee7	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59094	5302
2gmnzy	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27883	27882
2gxe0f	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	28	5	215321	3030
2h6dqj	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	24	4	162658	2695
2hlfym	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108447	1570
2hpqv5	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	21	21	108676	108676
2j2er3	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27883	27882
2j4qtu	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	19	19	29443	29443
2j6x9l	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28495	109698
2jnufh	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	21	2	108641	1593
2kfvfa	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	4	4	27146	27146
2khtd7	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	8	28484	2548
2knq9c	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108412	108412
2knqn6	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
2kr4y0	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215316	216470
2ktwzs	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27528	27528
2kxfhn	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	28	5	215353	3065
2l6fp9	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107817	946
2l7rhl	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29092	2708
2le6n8	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136498	137523
2m7u6h	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27845	27844
2m7z7r	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	20	22	109825	109955
2mjkry	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136269	137166
2mxxye	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54540	1900
2n6qdw	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	28471	2215
2n6zqk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54517	1877
2nm2c0	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27443	27443
2nyws8	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27859	27858
2p3hrg	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
2pq8h4	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215092	216118
2puhsh	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
2qfa2r	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
2qmkpe	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	9	28580	2644
2ryzmg	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	11	5	29393	3009
2s7j0d	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	11	11	28435	28435
2s8ekq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27901	27900
2sduce	core.signing-serialization	invalid	0	0	reject	7	7	0	0	0	7	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	27	5	189175	3052
2sj54s	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162700	162830
2t22nc	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59118	5326
2t3mxh	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188932	190853
2t4kml	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54523	1883
2t5xmd	core.signing-serialization	invalid	0	0	reject	5	5	0	0	0	5	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	23	4	136498	2697
2tw9d8	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188927	190848
2umkvx	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136293	137190
2usyyq	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	10	26	29092	110784
2utmsk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54540	1900
2uy6ep	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	27929	1609
2v5jek	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	19	19	108021	108021
2vycl3	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	0	1	D1-pubkey-encoding-fail	Public key is neither compressed or uncompressed	eval_redeem	8	3	27946	1626
2vzncf	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108447	108447
2vzxrz	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79784	80297
2w6x2e	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	3	28025	1705
2wp6hx	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	20	0	0	20	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	297	527091	23539
2xeaw5	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215097	216123
2xxuva	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108439	108439
2y3mfk	core.signature-checking.multisig.m-of-15	standard	1	0	accept	15	1	1	1	1	0	agree	-	ok	21	22	30886	30951
2y8dya	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28972	2652
2yadfk	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80523	81036
